,S_Type,Distance_distance,FLUX_I,FLUX_H,Fe_H_Teff,Class,subtype,Mbol,Lum,Teff,Mass
537,F7V,92.4385,,,0,F,7,3.99,1.9952623149688797,6275.0,1.125
538,G2V,75.0565,,,5450,G,2,4.54,1.2022644346174132,5770.0,0.986
539,F5V,50.1354,,6.091000080108643,6510,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
540,A1Va,47.9699,,4.801000118255615,9120,A,1,1.44,20.892961308540407,9370.0,2.005
541,F6/8+F,,,6.835000038146973,6398,F,6,3.86,2.2490546058357817,6400.0,1.16
543,B2IV,56.2,,2.4579999446868896,17560,B,2,-4.47,4830.588020397733,22300.0,9.21
544,A9III/IV,66.9308,6.460000038146973,6.2179999351501465,0,A,9,2.7800000000000002,6.08135001278718,7610.0,1.4649999999999999
545,F7V,32.1293,,5.602000236511231,6168,F,7,3.99,1.9952623149688797,6275.0,1.125
546,A7/8V,71.1106,,6.2829999923706055,7762,A,7,2.445,8.279421637123345,8000.0,1.595
547,A1V,71.6235,,5.777999877929688,8913,A,1,1.44,20.892961308540407,9370.0,2.005
548,A3IVs,43.7505,,5.285999774932861,9057,A,3,1.795,15.066070661867425,8830.0,1.865
549,F5V,63.0748,,6.750999927520753,6438,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
550,F0V,28.2937,,4.0159997940063485,7201,F,0,2.95,5.199959965335161,7420.0,1.4
551,A1IV,59.4658,,5.372000217437744,9164,A,1,1.44,20.892961308540407,9370.0,2.005
552,M1VeBa1,9.7248,6.5929999351501465,4.830999851226807,3742,M,1,8.12,0.04446312674691091,3550.0,0.358
553,F8,35.2028,3.2000000476837163,1.5700000524520874,6497,F,8,4.12,1.7701089583174212,6150.0,1.09
554,K3V(e),66.737,8.215999603271483,6.929999828338622,4609,K,3,5.82,0.36982817978026616,4760.0,0.7155
556,F6V,89.0527,,7.585000038146973,0,F,6,3.86,2.2490546058357817,6400.0,1.16
557,F6V,21.2873,,4.734000205993652,6241,F,6,3.86,2.2490546058357817,6400.0,1.16
558,G3V,59.8555,,,5515,G,3,4.625,1.1117317272815914,5705.0,0.9595
559,A2/3III,61.0605,,5.458000183105469,0,A,2,1.64,17.378008287493763,9040.0,1.94
560,K1V,17.57,6.10099983215332,,5221,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
561,A5/6IV/V,69.682,,6.123000144958496,0,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
562,A0V,60.1413,,5.334000110626222,9970,A,0,1.24,25.11886431509581,9700.0,2.07
563,G5V,33.194,,5.829999923706055,0,G,5,4.805,0.9418895965228418,5575.0,0.906
564,G7V,33.4117,,5.980000019073486,0,G,7,4.995,0.7906786279998251,5440.0,0.854
565,G5V,46.3691,,6.4000000953674325,0,G,5,4.805,0.9418895965228418,5575.0,0.906
566,G3V,46.1749,,6.420000076293945,0,G,3,4.625,1.1117317272815914,5705.0,0.9595
567,G2V,51.0045,,6.939000129699707,6053,G,2,4.54,1.2022644346174132,5770.0,0.986
568,F5/6V,70.6859,,6.952000141143799,6395,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
569,G3V,45.3478,,6.953999996185303,5646,G,3,4.625,1.1117317272815914,5705.0,0.9595
570,G5V,23.831,,5.324999809265137,5777,G,5,4.805,0.9418895965228418,5575.0,0.906
571,G7V,46.8489,7.881999969482423,7.026000022888184,5617,G,7,4.995,0.7906786279998251,5440.0,0.854
572,G9V,52.6684,7.89300012588501,6.698999881744385,4941,G,9,5.199999999999999,0.6546361740672755,5285.0,0.8049999999999999
573,K2V,31.9804,7.514999866485597,6.502999782562256,4786,K,2,5.62,0.4446312674691087,4930.0,0.738
574,G5V,32.9346,,6.321000099182129,5566,G,5,4.805,0.9418895965228418,5575.0,0.906
575,G5V,20.8062,,5.296999931335449,5445,G,5,4.805,0.9418895965228418,5575.0,0.906
577,F3/5IV,56.4025,6.730000019073486,6.252999782562256,6759,F,3,3.425,3.3573761424295476,6865.0,1.27
578,G1.5IV-V,26.3024,,5.38700008392334,5795,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
579,G2IV,35.2327,,3.75,5634,G,2,4.54,1.2022644346174132,5770.0,0.986
580,G0V+,18.1281,5.300000190734863,4.599999904632568,5954,G,0,4.33,1.4588142602753487,5950.0,1.04
581,F5V,40.806,,5.686999797821045,6571,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
582,G2V,15.5608,,4.306000232696533,5946,G,2,4.54,1.2022644346174132,5770.0,0.986
583,F6V,47.0393,,6.14900016784668,6457,F,6,3.86,2.2490546058357817,6400.0,1.16
584,A0Vs,66.832,,5.672999858856201,9419,A,0,1.24,25.11886431509581,9700.0,2.07
585,M2Ve,14.8604,8.10099983215332,6.085999965667725,3515,M,2,8.69,0.02630267991895383,3400.0,0.262
586,F6.5V,31.4227,,5.443999767303467,6250,F,6,3.86,2.2490546058357817,6400.0,1.16
587,K5V,3.6389,,2.3489999771118164,4649,K,5,6.23,0.2535128630497907,4425.0,0.6699999999999999
588,G2V,42.8229,,6.52899980545044,5922,G,2,4.54,1.2022644346174132,5770.0,0.986
589,B6V,,1.830000042915344,2.059999942779541,13201,B,6,-1.4,285.75905433749494,14450.0,4.04
590,A1.5IVn,37.3773,4.380000114440918,4.550000190734863,8907,A,1,1.44,20.892961308540407,9370.0,2.005
591,K0V,53.777,8.347999572753906,7.195000171661378,5370,K,0,5.31,0.5915616341754742,5200.0,0.781
592,K4Ve,65.0601,,7.6500000953674325,0,K,4,6.02,0.307609681474071,4590.0,0.693
593,A3/5V,43.9253,,5.138999938964844,7691,A,3,1.795,15.066070661867425,8830.0,1.865
594,A1Va,43.1593,4.25,4.269999980926514,9509,A,1,1.44,20.892961308540407,9370.0,2.005
595,F1V,53.5776,6.0999999046325675,5.6459999084472665,7031,F,1,3.1100000000000003,4.487453899331322,7230.0,1.355
596,A3V,70.1012,,6.067999839782715,0,A,3,1.795,15.066070661867425,8830.0,1.865
597,G3V,59.6278,,7.480999946594237,5807,G,3,4.625,1.1117317272815914,5705.0,0.9595
598,K7Ve,36.6615,8.862000465393066,7.123000144958496,4065,K,7,6.66,0.17060823890031235,4125.0,0.616
599,K0,49.7381,,7.204999923706055,0,K,0,5.31,0.5915616341754742,5200.0,0.781
600,M4IVe,20.8587,9.109000205993652,7.1500000953674325,3290,M,4,10.14,0.006918309709189363,3100.0,0.124
600,M4IVe,20.8587,9.109000205993652,7.1500000953674325,3290,M,4,10.14,0.006918309709189363,3100.0,0.124
601,G0V,32.3535,,5.867000102996826,6003,G,0,4.33,1.4588142602753487,5950.0,1.04
602,G0VCH-0.3,38.3724,,6.171999931335449,5999,G,0,4.33,1.4588142602753487,5950.0,1.04
603,F0IV-V,64.732,,5.867000102996826,7194,F,0,2.95,5.199959965335161,7420.0,1.4
604,K4Ve,7.6081,,3.803999900817871,4647,K,4,6.02,0.307609681474071,4590.0,0.693
605,A4V,,1.0900000333786009,1.0499999523162842,8399,A,4,1.95,13.061708881318419,8620.0,1.79
606,G5V,31.7795,6.75,6.037000179290772,5749,G,5,4.805,0.9418895965228418,5575.0,0.906
607,G1V,24.3169,5.947999954223633,5.23199987411499,5885,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
608,F7V,56.4522,,6.617000102996826,6385,F,7,3.99,1.9952623149688797,6275.0,1.125
609,F0+VkA5mA5,41.2925,,5.28000020980835,7211,F,0,2.95,5.199959965335161,7420.0,1.4
610,G8V,48.0137,7.929999828338622,7.109000205993652,5611,G,8,5.09,0.7244359600749902,5370.0,0.829
611,F6V,20.4599,,4.605999946594238,6290,F,6,3.86,2.2490546058357817,6400.0,1.16
612,G5V,30.4546,,6.111999988555907,5603,G,5,4.805,0.9418895965228418,5575.0,0.906
613,A2VpSrCrSi,48.9201,4.900000095367432,4.96999979019165,10228,A,2,1.64,17.378008287493763,9040.0,1.94
614,G8IV,63.1979,8.479000091552733,7.5939998626708975,0,G,8,5.09,0.7244359600749902,5370.0,0.829
615,M2Ve,15.9564,8.598999977111816,6.607999801635742,3481,M,2,8.69,0.02630267991895383,3400.0,0.262
616,G1V,30.3128,,5.73799991607666,5911,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
617,K0IV,60.4511,,7.504000186920166,0,K,0,5.31,0.5915616341754742,5200.0,0.781
618,M0Ve,27.3734,8.645999908447267,6.769999980926514,3797,M,0,7.55,0.07516228940182057,3700.0,0.454
619,K2V,34.0052,,6.818999767303468,5229,K,2,5.62,0.4446312674691087,4930.0,0.738
620,F0,65.4151,6.880000114440918,6.441999912261963,6896,F,0,2.95,5.199959965335161,7420.0,1.4
621,A0Vn,73.9486,,5.447999954223633,9572,A,0,1.24,25.11886431509581,9700.0,2.07
622,K3Ve,44.1493,,7.192999839782715,0,K,3,5.82,0.36982817978026616,4760.0,0.7155
624,A7V,31.5122,4.230000019073486,4.203999996185304,7798,A,7,2.445,8.279421637123345,8000.0,1.595
625,B9V,48.5835,,4.622000217437744,10860,B,9,0.57,46.55860935229591,10850.0,2.455
626,A7III/IV,67.11,,5.879000186920166,7834,A,7,2.445,8.279421637123345,8000.0,1.595
627,A0Vnp,,4.550000190734863,4.64300012588501,9863,A,0,1.24,25.11886431509581,9700.0,2.07
628,F6V,35.3895,6.369999885559082,5.787000179290772,6255,F,6,3.86,2.2490546058357817,6400.0,1.16
629,K2V,21.927,7.193999767303468,6.006999969482423,0,K,2,5.62,0.4446312674691087,4930.0,0.738
630,A1V,47.0754,,4.948999881744385,9057,A,1,1.44,20.892961308540407,9370.0,2.005
